display_id,assigned_tag_id,assigned_primary_tag,confidence,agent_reason,question_stem
"CMPL-011","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","'Real number' condition → imaginary part of numerator×conjugate set to zero, giving x=0 locus.","Let $S = \{z = x + i y : \frac{2z - 3i}{4z + 2i} \text{ is a real number} \}$. Then which of the following is NOT correct?"
"CMPL-012","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","High","Re(z1z2)=0 and Re(z1+z2)=0 analyzed via real/imaginary parts to deduce sign of Im parts.","For two non-zero complex number $z_1$ and $z_2$, if $\text{Re}(z_1z_2) = 0$ and $\text{Re}(z_1 + z_2) = 0$, then which of the following are possible? "
"CMPL-013","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","Simplify a conjugate expression then compute arg(z1); the answered skill is argument evaluation.","Let $z = 1 + i$ and $z_1 = \frac{1 + i\bar{z}}{\bar{z}(1 - z) + \frac{1}{z}}$. Then $\frac{12}{\pi} \text{arg}(z_1)$ is equal to _________."
"CMPL-014","tag_ma_complex_4","Solution of Complex Equation","High","Solve z²+z̄=0 for all z then sum Re+Im over the solution set.","Let $S = \{z \in \mathbf{C} : z^2 + \bar{z} = 0\}$. Then $\sum_{z \in S} (\text{Re}(z) + \text{Im}(z))$ is equal to _________."
"CMPL-015","tag_ma_complex_1","Algebra of Complex Number - Basics","Medium","z⁵+(z̄)⁵=2Re(z⁵); direct binomial expansion of a complex number, pure arithmetic.","If $z = 2 + 3i$, then $z^5 + (\bar{z})^5$ is equal to:"
"CMPL-016","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","Uses arg and conjugate relations (z̄1=iz̄2, arg(z1z2)=π) to find arg(z1).","Let $z_1$ and $z_2$ be two complex numbers such that $\bar{z}_1 = i\bar{z}_2$ and $\text{arg}(z_1 z_2) = \pi$, then the argument of $z_1$ is"
"CMPL-017","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","High","Set real part of rationalized fraction to zero to solve for θ, then evaluate trig sum.","If the real part of the complex number $z = \frac{3 + 2i\cos\theta}{1 - 3i\cos\theta}, \theta \in \left(0, \frac{\pi}{2}\right)$ is zero, then the val"
"CMPL-018","tag_ma_complex_11","Geometry - Mixed Problems","Medium","Region |z|-Re(z)≤1 reduces to a parabola y²≤2(x+1/2); conic locus is mixed geometry.","The region represented by $\{z = x + iy \in \mathbf{C} : |z| - \text{Re}(z) \leq 1\}$ is also given by the inequality"
"CMPL-019","tag_ma_complex_4","Solution of Complex Equation","Medium","Solve z²=i|z|² to find that z lies on the line y=x; finding z from a z²/|z|² relation.","Let $z = x + iy$ be a non-zero complex number such that $z^2 = i|z|^2$, where $i = \sqrt{-1}$, then $z$ lies on the :"
"CMPL-020","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","'Real number' condition fixes tanθ; then argument of sinθ+icosθ is found.","If $\frac{3 + i\sin\theta}{4 - i\cos\theta}, \theta \in [0, 2\pi]$, is a real number, then an argument of $\sin\theta + i\cos\theta$ is"
"CMPL-021","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","High","(2z-n)/(2z+n)=2i-1 solved by equating real and imaginary parts for n and Re(z).","Let $z \in C$ with $\text{Im}(z) = 10$ and it satisfies $\frac{2z - n}{2z + n} = 2i - 1$ for some natural number $n$. Then"
"CMPL-022","tag_ma_complex_7","Euler and De Moivre Theorem","High","(cos+isin)⁵ + conjugate⁵ via De Moivre; the half-angle terms are points on the unit circle raised to a power.","Let $z = \left(\frac{\sqrt{3}}{2} + \frac{i}{2}\right)^5 + \left(\frac{\sqrt{3}}{2} - \frac{i}{2}\right)^5$. If $R(z)$ and $I(z)$ respectively denote "
"CMPL-023","tag_ma_complex_4","Solution of Complex Equation","High","Solve |z|+z=3+i for z by separating modulus and parts; finding |z| from the relation.","Let $z$ be a complex number such that $|z| + z = 3 + i$ ( where $i = \sqrt{-1}$ ) Then $|z|$ is equal to :"
"CMPL-024","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Purely imaginary fraction condition with |z|=2 yields value of real α via real-part vanishing.","If $\frac{z - \alpha}{z + \alpha} (\alpha \in R)$ is a purely imaginary number and $|z| = 2$, then a value of $\alpha$ is :"
"CMPL-025","tag_ma_complex_4","Solution of Complex Equation","Medium","Quadratic with complex roots; expression reduced via recursive substitution α²=α-2, an algebraic power-reduction on roots.","Let $\alpha, \beta$ be the roots of the equation $x^2 - x + 2 = 0$ with $\text{Im}(\alpha) > \text{Im}(\beta)$. Then $\alpha^6 + \alpha^4 + \beta^4 - "
"CMPL-026","tag_ma_complex_3","Properties of Conjugate Modulus and argument","High","Find modulus r and amplitude θ of a given complex number; core is modulus/argument computation.","Let $r$ and $\theta$ respectively be the modulus and amplitude of the complex number $z = 2 - i(2\tan\frac{5\pi}{8})$, then $(r, \theta)$ is equal to"
"CMPL-027","tag_ma_complex_7","Euler and De Moivre Theorem","High","Trig fraction converted to polar form and cubed via De Moivre.","The value of $\left(\frac{1 + \sin \frac{2\pi}{9} + i\cos \frac{2\pi}{9}}{1 + \sin \frac{2\pi}{9} - i\cos \frac{2\pi}{9}}\right)^3$ is"
"CMPL-028","tag_ma_complex_7","Euler and De Moivre Theorem","High","Division by cos(π/3)+isin(π/3) expressed in polar form; answer is in cos+isin form (De Moivre/polar).","The complex number $z = \frac{i-1}{\cos\frac{\pi}{3} + i\sin\frac{\pi}{3}}$ is equal to:"
"CMPL-029","tag_ma_complex_7","Euler and De Moivre Theorem","High","Trig fraction converted to polar form and cubed via De Moivre (duplicate of CMPL-027).","The value of $\left(\frac{1 + \sin \frac{2\pi}{9} + i\cos \frac{2\pi}{9}}{1 + \sin \frac{2\pi}{9} - i\cos \frac{2\pi}{9}}\right)^3$ is"
"CMPL-030","tag_ma_complex_7","Euler and De Moivre Theorem","High","((-1+i√3)/(1-i))^30 via polar form and De Moivre on the 30th power.","The value of $\left(\frac{-1 + i\sqrt{3}}{1 - i}\right)^{30}$ is :"
"CMPL-031","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","High","Equal-distance conditions |z-i|=|z+i|=|z-1| are perpendicular bisectors intersecting; counting points.","If $S = \{z \in C : |z - i| = |z + i| = |z - 1|\}$, then $n(S)$ is:"
"CMPL-032","tag_ma_complex_5","Triangle Inequality","High","Two disks; minimum |z1-z2| is distance between centers minus the two radii (triangle inequality).","Let $|z_1 - 8 - 2i| \leq 1$ and $|z_2 - 2 + 6i| \leq 2, z_1, z_2 \in C$. Then the minimum value of $|z_1 - z_2|$ is :"
"CMPL-033","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","High","|(z-2)/(z-3)|=2 is an Apollonius circle; find its center and radius.","If the center and radius of the circle $\left|\frac{z-2}{z-3}\right| = 2$ are respectively $(\alpha, \beta)$ and $\gamma$, then $3(\alpha + \beta + \g"
"CMPL-034","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","|z-i|=|z+5i| is a perpendicular bisector (straight line) combined with circle |z|=2.","If $z = x + iy$ satisfies $|z| - 2 = 0$ and $|z - i| - |z + 5i| = 0$, then"
"CMPL-035","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","|(z-i)/(z+2i)|=1 is a perpendicular bisector; with |z|=5/2 find |z+3i|.","Let $z$ be a complex number such that $\left|\frac{z-i}{z+2i}\right| = 1$ and $|z| = \frac{5}{2}$. Then, the value of $|z + 3i|$ is"
"CMPL-036","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","High","Set {(α+i)/(α-i)} traces a circle of radius 1 (unit circle locus).","All the points in the set $S = \left\{\frac{\alpha+i}{\alpha-i}, \alpha \in R\right\}, i = \sqrt{-1}$ lie on a"
"CMPL-037","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","High","|z-i|=|z-1| is the perpendicular bisector of segment joining i and 1 (a straight line).","The equation $|z - i| = |z - 1|, i = \sqrt{-1}$, represents:"
"CMPL-038","tag_ma_complex_7","Euler and De Moivre Theorem","Medium","Least n making (2i)^n/(1-i)^(n-2) a positive integer; depends on polar powers and i-cycle order.","The least positive integer $n$ such that $\frac{(2i)^n}{(1-i)^{n-2}}, i = \sqrt{-1}$, is a positive integer, is ______."
"CMPL-039","tag_ma_complex_7","Euler and De Moivre Theorem","Medium","((1+i)/(1-i))^m = i^m =1 and similar; least m,n from the order of a unit complex number.","If $\left(\frac{1+i}{1-i}\right)^m = \left(\frac{1+i}{i-1}\right)^{n/3} = 1$, $(m, n \in N)$ then the greatest common divisor of the least values of $"
"CMPL-040","tag_ma_complex_4","Solution of Complex Equation","High","Solve (z²+3i)/(z-2+i)=2+3i for z, summing all possible z².","Let $z \in C$ be such that $\frac{z^2+3i}{z-2+i} = 2 + 3i$. Then the sum of all possible values of $z^2$ is"
"CMPL-041","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Product of two complex expressions; extract real α and imaginary β then max/min of α+β.","Let the product of $\omega_1 = (8 + i) \sin \theta + (7 + 4i) \cos \theta$ and $\omega_2 = (1 + 8i) \sin \theta + (4 + 7i) \cos \theta$ be $\alpha + i"
"CMPL-042","tag_ma_complex_4","Solution of Complex Equation","Medium","Quadratic roots via recurrence P_n=aP_{n-1}+bP_{n-2} to find a,b then power sum |α⁴+β⁴|; algebraic root-relation work.","Let $\alpha, \beta$ be the roots of the equation $x^2 - ax - b = 0$ with $\text{Im}(\alpha) < \text{Im}(\beta)$. Let $P_n = \alpha^n - \beta^n$. If $P"
"CMPL-043","tag_ma_complex_4","Solution of Complex Equation","Medium","Find roots of a complex-coefficient quadratic then combine their real/imaginary parts.","If $\alpha + i\beta$ and $\gamma + i\delta$ are the roots of $x^2 - (3 - 2i)x - (2i - 2) = 0$, $i = \sqrt{-1}$, then $\alpha\gamma + \beta\delta$ is e"
"CMPL-044","tag_ma_complex_6","Cube Root of Unity","Medium","System with coefficient 8(cos2π/3+isin2π/3) = 8ω; uses cube-root-of-unity value for the consistency condition.","Let for some real numbers $\alpha$ and $\beta$, $a = \alpha - i\beta$. If the system of equations $4ix + (1 + i)y = 0$ and $8(\cos\frac{2\pi}{3} + i\s"
"CMPL-045","tag_ma_complex_8","Geometry - Circle & Perpendicular Bisector","Medium","Both sets use |z|=1 with (z-i)/(z+i) real/imaginary conditions; loci on the unit circle.","Among the statements (S1) : The set $\{z \in C - \{-i\} : |z| = 1 \text{ and } \frac{z-i}{z+i} \text{ is purely real}\}$ contains exactly two elements"
"CMPL-046","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","High","Set real part of a rationalized fraction (in θ) equal to a value, solve for θ, then sum θ².","Let $A = \{\theta \in [0, 2\pi] : 1 + 10 \text{Re}\left(\frac{2 \cos \theta + i \sin \theta}{\cos \theta - 3i \sin \theta}\right) = 0\}$. Then $\sum_{"
"CMPL-047","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","Points on |z|=1 with given arguments; evaluate |z1z̄2+...|² using modulus/conjugate of unit complex numbers.","Let $z_1, z_2$ and $z_3$ be three complex numbers on the circle $|z| = 1$ with $\text{arg}(z_1) = \frac{\pi}{4}$, $\text{arg}(z_2) = 0$ and $\text{arg"
"CMPL-048","tag_ma_complex_11","Geometry - Mixed Problems","High","Triangle ABO with given moduli/arguments; classify triangle type and area (mixed geometry).","Let $O$ be the origin, the point $A$ be $z_1 = \sqrt{3} + 2\sqrt{2}i$, the point $B(z_2)$ be such that $\sqrt{3}|z_2| = |z_1|$ and $\text{arg}(z_2) = "
"CMPL-049","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","High","Purely imaginary fraction → real part zero, solve for θ over an interval and sum.","The sum of all possible values of $\theta \in [-\pi, 2\pi]$, for which $\frac{1+i\cos\theta}{1-2i\cos\theta}$ is purely imaginary, is equal"
"CMPL-050","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Power-sum identities from z1+z2 and z1³+z2³ to get z1⁴+z2⁴ then its modulus; algebraic symmetric-function manipulation.","Let $z_1$ and $z_2$ be two complex number such that $z_1 + z_2 = 5$ and $z_1^3 + z_2^3 = 20 + 15i$. Then $|z_1^4 + z_2^4|$ equals-"
"CMPL-051","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Two Re(...)=const conditions in x,y solved as a system to count solutions.","Let $a \neq b$ be two non-zero real numbers. Then the number of elements in the set $X = \{z \in C : \text{Re}(az^2 + bz) = a\}$ and $\text{Re}(bz^2 +"
"CMPL-052","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","High","|z+2|=z+4(1+i) solved by equating real and imaginary parts to find α,β.","If for $z = \alpha + i\beta$, $|z + 2| = z + 4(1 + i)$, then $\alpha + \beta$ and $\alpha\beta$ are the roots of the equation"
"CMPL-053","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Sets defined by Re vs Im inequalities; analysis of real/imaginary part comparisons.","For $a \in C$, let $A = \{z \in C : \text{Re}(a + \bar{z}) > \text{Im}(\bar{a} + z)\}$ and $B = \{z \in C : \text{Re}(a + \bar{z}) < \text{Im}(\bar{a}"
"CMPL-054","tag_ma_complex_4","Solution of Complex Equation","High","Solve z̄=i(z²+Re(z̄)) for all z then sum |z|².","Let $S = \{z \in C : \bar{z} = i(z^2 + \text{Re}(\bar{z}))\}$. Then $\sum_{z \in S} |z|^2$ is equal to"
"CMPL-055","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","Medium","Range of Re of an expression with Re z=3 fixed; real-part computation over a parameter.","If the set $\left\{\text{Re}\left(\frac{z-\bar{z}+z\bar{z}}{2-3z+5\bar{z}}\right) : z \in C, \text{Re } z = 3\right\}$ is equal to the interval $(\alp"
"CMPL-056","tag_ma_complex_5","Triangle Inequality","Medium","Min of sum of distances |z-A|+|z-B| equals |A-B| (triangle-inequality minimum on a segment).","For $z \in C$ if the minimum value of ($|z - 3\sqrt{2}| + |z - p\sqrt{2}i|$) is $5\sqrt{2}$, then a value of $p$ is ______."
"CMPL-057","tag_ma_complex_11","Geometry - Mixed Problems","Medium","Minimize sum of squared distances to three points (centroid/geometry) then evaluate an expression at z0.","Let the minimum value $v_0$ of $v = |z|^2 + |z - 3|^2 + |z - 6i|^2, z \in C$ is attained at $z = z_0$. Then $|2z_0^2 - \bar{z_0}^3 + 3|^2 + v_0^2$ is "
"CMPL-058","tag_ma_complex_4","Solution of Complex Equation","Medium","Solve z²=z̄·2^(1-|z|) for z, then least n with z^n=(z+1)^n.","Let $z = a + ib, b \neq 0$ be complex numbers satisfying $z^2 = \bar{z} \cdot 2^{1-|z|}$. Then the least value of $n \in N$, such that $z^n = (z + 1)^"
"CMPL-059","tag_ma_complex_5","Triangle Inequality","High","Max |z| given |z-1/z|=2 via triangle inequality |z|-1/|z| ≤ 2.","If $z \neq 0$ be a complex number such that $|z - \frac{1}{z}| = 2$, then the maximum value of $|z|$ is"
"CMPL-060","tag_ma_complex_4","Solution of Complex Equation","High","Solve z̄=iz²+z²-z for all z then sum |z|².","Sum of squares of modulus of all the complex numbers $z$ satisfying $\bar{z} = iz^2 + z^2 - z$ is equal to"
"CMPL-061","tag_ma_complex_4","Solution of Complex Equation","Medium","Roots of x²+(2i-1)=0; |α⁸+β⁸| via power-sum of roots of a complex quadratic.","Let $\alpha$ and $\beta$ be the roots of the equation $x^2 + (2i - 1) = 0$. Then, the value of $|\alpha^8 + \beta^8|$ is equal to"
"CMPL-062","tag_ma_complex_11","Geometry - Mixed Problems","Medium","|z-3|=Re(z) is a parabola; with arg(z1-z2)=π/4 find Im(z1+z2) (conic plus line geometry).","Let $z_1$ and $z_2$ be two complex numbers such that $\text{arg}(z_1 - z_2) = \frac{\pi}{4}$ and $z_1, z_2$ satisfy the equation $|z - 3| = \text{Re}("
"CMPL-063","tag_ma_complex_9","Geometry - Arc of Circle","Medium","(z-i)/(z-1) purely imaginary is the arc/circle on diameter joining i and 1; then min distance.","If $z$ is a complex number such that $\frac{z-i}{z-1}$ is purely imaginary, then the minimum value of $|z - (3 + 3i)|$ is"
"CMPL-064","tag_ma_complex_4","Solution of Complex Equation","High","Count solutions n of z²+3z̄=0, then evaluate a geometric series in n.","Let $n$ denote the number of solutions of the equation $z^2 + 3\bar{z} = 0$, where $z$ is a complex number. Then the value of $\sum_{k=0}^\infty \frac"
"CMPL-065","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","Logarithmic inequality in |z| solved as an inequality in the modulus.","Let a complex number $z, |z| \neq 1$, satisfy $\log_{\frac{1}{\sqrt{2}}} \left(\frac{|z|+11}{(|z|-1)^2}\right) \leq 2$. Then, the largest value of $|z"
"CMPL-066","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","Inequality reduces to a condition on |z| (modulus); least |z| found.","The least value of $|z|$ where $z$ is complex number which satisfies the inequality $e^{\left(\frac{(|z|+3)(|z|-1)}{||z|+1|} \log_e 2\right)} \geq \lo"
"CMPL-067","tag_ma_complex_4","Solution of Complex Equation","Medium","Find range of α for which z+α|z-1|+2i=0 has a solution; solving an equation in z.","If the least and the largest real values of $\alpha$, for which the equation $z + \alpha|z - 1| + 2i = 0$ ($z \in C$ and $i = \sqrt{-1}$) has a soluti"
"CMPL-068","tag_ma_complex_4","Solution of Complex Equation","Medium","Evaluate square roots of complex numbers (solve w²=given); imaginary part of difference of two square roots.","The imaginary part of $\left(3 + 2\sqrt{-54}\right)^{\frac{1}{2}} - \left(3 - 2\sqrt{-54}\right)^{\frac{1}{2}}$, can be"
"CMPL-069","tag_ma_complex_11","Geometry - Mixed Problems","Medium","Re(z)=|z-1| is a parabola; with arg(z1-z2)=π/6 find Im(z1+z2) (conic plus line).","If $z_1, z_2$ are complex numbers such that $\text{Re}(z_1) = |z_1 - 1|$ and $\text{Re}(z_2) = |z_2 - 1|$ and $\text{arg}(z_1 - z_2) = \frac{\pi}{6}$,"
"CMPL-070","tag_ma_complex_10","Geometry - Circle & Straight Lines","Medium","Re(u)+Im(u)=1 curve intersects y-axis with given chord PQ; circle/line locus from a transformation.","Let $u = \frac{2z+i}{z-ki}$, $z = x + iy$ and $k > 0$. If the curve represented by $\text{Re}(u) + \text{Im}(u) = 1$ intersects the $y$-axis at points"
"CMPL-071","tag_ma_complex_11","Geometry - Mixed Problems","High","Four points forming a square of side 4 in the Argand plane; configuration geometry to find |z|.","If the four complex numbers $z, \bar{z}, \bar{z} - 2 \text{Re}(\bar{z})$ and $z - 2 \text{Re}(z)$ represent the vertices of a square of side 4 units i"
"CMPL-072","tag_ma_complex_10","Geometry - Circle & Straight Lines","Medium","Re((z-1)/(2z+i))=1 yields a circle/line locus; identify the curve (options mix circle and lines).","If $\text{Re}\left(\frac{z-1}{2z+i}\right) = 1$, where $z = x + iy$, then the point $(x, y)$ lies on a"
"CMPL-073","tag_ma_complex_4","Solution of Complex Equation","Medium","Conjugate complex roots of x²+bx+45 satisfying |z+1|=2√10; relate b via root conditions.","If the equation $x^2 + bx + 45 = 0, b \in R$ has conjugate complex roots and they satisfy $|z + 1| = 2\sqrt{10}$, then"
"CMPL-074","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","Use magnitude condition on z=(1+i)²/(a-i) to fix a, then write z̄ (modulus drives the solve).","If $a > 0$ and $z = \frac{(1+i)^2}{a-i}$, has magnitude $\sqrt{\frac{2}{5}}$, then $\bar{z}$ is equal to:"
"CMPL-075","tag_ma_complex_2","Algebra of Complex Number - Real & Imaginary","High","Purely imaginary fraction → real part zero, solve for θ and sum the elements.","Let $A = \{\theta \in (-\pi/2, \pi) : \frac{3 + 2i\sin\theta}{1 - 2i\sin\theta} \text{ is purely imaginary}\}$. Then the sum of the elements in $A$ is"
"CMPL-076","tag_ma_complex_5","Triangle Inequality","Medium","Max of |3z1/2z2 + 2z2/3z1| with |z1|/|z2| fixed via triangle inequality on the two terms.","Let $z_1$ and $z_2$ be any two non-zero complex numbers such that $3|z_1| = 4|z_2|$. If $z = \frac{3z_1}{2z_2} + \frac{2z_2}{3z_1}$ then maximum value"
"CMPL-077","tag_ma_complex_7","Euler and De Moivre Theorem","Medium","Roots of x²-√6x+3=0 (modulus √3, fixed argument); high power α⁹⁹ evaluated via polar/De Moivre.","Let $\alpha, \beta$ be the roots of the equation $x^2 - \sqrt{6}x + 3 = 0$ such that $\text{Im}(\alpha) > \text{Im}(\beta)$. Let $a, b$ be integers no"
"CMPL-078","tag_ma_complex_7","Euler and De Moivre Theorem","High","(1-√3i)^200 evaluated in polar form via De Moivre to find p,q.","Let $p, q \in R$ and $(1 - \sqrt{3}i)^{200} = 2^{199}(p + iq)$, $i = \sqrt{-1}$. Then, $p + q + q^2$ and $p - q + q^2$ are roots of the equation."
"CMPL-079","tag_ma_complex_7","Euler and De Moivre Theorem","High","(√3+i)^100 evaluated in polar form via De Moivre to find p,q.","If $(\sqrt{3} + i)^{100} = 2^{99}(p + iq)$, then $p$ and $q$ are roots of the equation :"
"CMPL-080","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","|zω|=1 and arg(z)-arg(ω)=3π/2 fix z̄ω as a unit complex number; find arg of a fraction.","If $z$ and $\omega$ are two complex numbers such that $|z\omega| = 1$ and $\text{arg}(z) - \text{arg}(\omega) = \frac{3\pi}{2}$, then $\text{arg}(\fra"
"CMPL-081","tag_ma_complex_3","Properties of Conjugate Modulus and argument","Medium","|zω|=1 and arg difference π/2 fix z̄ω via modulus and argument properties.","If $z$ and $\omega$ are two complex numbers such that $|z\omega| = 1$ and $\text{arg}(z) - \text{arg}(\omega) = \frac{\pi}{2}$, then:"
"CMPL-082","tag_ma_complex_6","Cube Root of Unity","High","α satisfies x²+x+1=0 (α=ω); expand (1+α)⁷ using 1+α=-α² cube-root-of-unity identity.","If $\alpha$ satisfies the equation $x^2 + x + 1 = 0$ and $(1 + \alpha)^7 = A + B\alpha + C\alpha^2$, $A, B, C \geq 0$, then $5(3A - 2B - C)$ is equal "
"CMPL-083","tag_ma_complex_6","Cube Root of Unity","Medium","Common roots between z^1985+z^100+1 and z³+2z²+2z+1; uses cube-root-of-unity / ω properties.","If $z$ is a complex number, then the number of common roots of the equation $z^{1985} + z^{100} + 1 = 0$ and $z^3 + 2z^2 + 2z + 1 = 0$, is equal to :"
"CMPL-084","tag_ma_complex_6","Cube Root of Unity","High","z²+z+1=0 means z=ω; sum of (z^n±1/z^n)² exploits ω cube-root-of-unity periodicity.","If $z^2 + z + 1 = 0, z \in C$, then $\left|\sum_{n=1}^{15} (z^n + (-1)^n \frac{1}{z^n})^2\right|$ is equal to ________."
"CMPL-085","tag_ma_complex_6","Cube Root of Unity","High","z=(1-i√3)/2 is a primitive cube root of unity; sum of cubes of (z^k+1/z^k) uses ω identities.","Let $z = \frac{1 - i\sqrt{3}}{2}, i = \sqrt{-1}$. Then the value of $21 + (z + \frac{1}{z})^3 + (z^2 + \frac{1}{z^2})^3 + (z^3 + \frac{1}{z^3})^3 + \d"
"CMPL-086","tag_ma_complex_6","Cube Root of Unity","High","α=(-1+i√3)/2 = ω; expand (2+α)⁴ using cube-root-of-unity relations.","If $a$ and $b$ are real numbers such that $(2 + \alpha)^4 = a + b\alpha$, where $\alpha = \frac{-1 + i\sqrt{3}}{2}$, then $a + b$ is equal to:"
"CMPL-087","tag_ma_complex_6","Cube Root of Unity","High","α=ω; sums of α^2k and α^3k evaluated using 1+ω+ω²=0 and ω³=1.","Let $\alpha = \frac{-1 + i\sqrt{3}}{2}$. If $a = (1 + \alpha) \sum_{k=0}^{100} \alpha^{2k}$ and $b = \sum_{k=0}^{100} \alpha^{3k}$, then $a$ and $b$, "
"CMPL-088","tag_ma_complex_7","Euler and De Moivre Theorem","Medium","z=√3/2+i/2 = e^(iπ/6); powers z⁵,z⁸ via De Moivre then simplify the polynomial.","If $z = \frac{\sqrt{3}}{2} + \frac{i}{2}$ ($i = \sqrt{-1}$), then $(1 + iz + z^5 + iz^8)^9$ is equal to:"
"CMPL-089","tag_ma_complex_6","Cube Root of Unity","High","z0 root of x²+x+1=0 (=ω); reduce z0^81, z0^93 using ω³=1 then find arg(z).","Let $z_0$ be a root of quadratic equation, $x^2 + x + 1 = 0$. If $z = 3 + 6iz_0^{81} - 3iz_0^{93}$, then $\text{arg}(z)$ is equal to:"
"CMPL-090","tag_ma_complex_10","Geometry - Circle & Straight Lines","High","Intersection of a circle |z-2-i|=3 with a straight line Re(z-iz)=2; sum |z|² over intersection.","Let $A = \{z \in C : |z - 2 - i| = 3\}$, $B = \{z \in C : \text{Re}(z - iz) = 2\}$ and $S = A \cap B$. Then $\sum_{z \in S} |z|^2$ is equal to _______"
